32,Fri Jul 29 10:29:30 UTC 2011,journals_path(:org_id => current_user.current_ability_org_ids),true,1,帐目盘点登记表,3,Fri Jul 29 10:29:30 UTC 2011
33,Fri Jul 29 10:29:30 UTC 2011,orgs_path('search[is_active_eq]' => 1 ),true,1,组织机构管理,4,Fri Jul 29 10:29:34 UTC 2011
34,Fri Jul 29 10:29:30 UTC 2011,users_path,true,1,用户信息管理,4,Fri Jul 29 10:29:30 UTC 2011
35,Fri Jul 29 10:29:30 UTC 2011,roles_path,true,1,角色/权限管理,4,Fri Jul 29 10:29:30 UTC 2011
36,Fri Jul 29 10:29:31 UTC 2011,areas_path,true,1,中转到货地管理,4,Fri Jul 29 10:29:31 UTC 2011
37,Fri Jul 29 10:29:31 UTC 2011,vips_path,true,1,转账客户管理,5,Fri Jul 29 10:29:31 UTC 2011
38,Fri Jul 29 10:29:31 UTC 2011,imported_customers_path,true,1,客户分级,5,Fri Jul 29 10:29:31 UTC 2011
39,Fri Jul 29 10:29:31 UTC 2011,banks_path,true,1,银行信息设置,6,Fri Jul 29 10:29:31 UTC 2011
40,Fri Jul 29 10:29:32 UTC 2011,transit_companies_path,true,1,中转公司信息,6,Fri Jul 29 10:29:32 UTC 2011
41,Fri Jul 29 10:29:32 UTC 2011,config_cashes_path,true,1,手续费比例设置-现金,6,Fri Jul 29 10:29:32 UTC 2011
42,Fri Jul 29 10:29:32 UTC 2011,config_transits_path,true,1,手续费比例设置-转账,6,Fri Jul 29 10:29:32 UTC 2011
43,Fri Jul 29 10:29:32 UTC 2011,il_configs_path,true,1,系统参数设置,6,Fri Jul 29 10:29:32 UTC 2011
44,Fri Jul 29 10:29:32 UTC 2011,"goods_exceptions_path(""search[state_ne]"" => ""identified"")",true,1,货损理赔,7,Fri Jul 29 10:29:32 UTC 2011
45,Fri Jul 29 10:29:33 UTC 2011,senders_path,true,1,送货员信息,8,Fri Jul 29 10:29:33 UTC 2011
46,Fri Jul 29 10:29:33 UTC 2011,send_lists_path,true,1,送货清单,8,Fri Jul 29 10:29:33 UTC 2011
47,Fri Jul 29 10:29:33 UTC 2011,new_send_list_post_path,true,1,交票清单,8,Fri Jul 29 10:29:33 UTC 2011
48,Fri Jul 29 10:29:33 UTC 2011,send_list_backs_path,true,1,未交票统计,8,Fri Jul 29 10:29:33 UTC 2011
49,Fri Jul 29 10:29:34 UTC 2011,"goods_errors_path(""search[state_ne]"" => ""authorized"")",true,1,多货上报,7,Fri Jul 29 10:29:34 UTC 2011
